Kraj,Převažující činnost,Rok,Mzda_Kc
Zlínský kraj," Zemědělství, lesnictví, rybářství",2015,21188
Zlínský kraj, Těžba a dobývání,2015,30183
Zlínský kraj, Zpracovatelský průmysl,2015,24461
Zlínský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,28658
Zlínský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2015,22218
Zlínský kraj, Stavebnictví,2015,22293
Zlínský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2015,20466
Zlínský kraj, Doprava a skladování,2015,17079
Zlínský kraj," Ubytování, stravování a pohostinství",2015,12110
Zlínský kraj, Informační a komunikační činnosti,2015,29574
Zlínský kraj, Peněžnictví a pojišťovnictví,2015,31627
Zlínský kraj, Činnosti v oblasti nemovitostí,2015,19239
Zlínský kraj," Profesní, vědecké a technické činnosti",2015,27382
Zlínský kraj, Administrativní a podpůrné činnosti,2015,15939
Zlínský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2015,25987
Zlínský kraj, Vzdělávání,2015,21358
Zlínský kraj, Zdravotní a sociální péče,2015,22387
Zlínský kraj," Kulturní, zábavní a rekreační činnosti",2015,18812
Zlínský kraj, Ostatní činnosti,2015,15990
Jihočeský kraj," Zemědělství, lesnictví, rybářství",2016,22319
Jihočeský kraj, Těžba a dobývání,2016,30543
Jihočeský kraj, Zpracovatelský průmysl,2016,25507
Jihočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,42941
Jihočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,23518
Jihočeský kraj, Stavebnictví,2016,24777
Jihočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,21432
Jihočeský kraj, Doprava a skladování,2016,21731
Jihočeský kraj," Ubytování, stravování a pohostinství",2016,13466
Jihočeský kraj, Informační a komunikační činnosti,2016,32652
Jihočeský kraj, Peněžnictví a pojišťovnictví,2016,36092
Jihočeský kraj, Činnosti v oblasti nemovitostí,2016,19561
Jihočeský kraj," Profesní, vědecké a technické činnosti",2016,23873
Jihočeský kraj, Administrativní a podpůrné činnosti,2016,15531
Jihočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,28254
Jihočeský kraj, Vzdělávání,2016,23050
Jihočeský kraj, Zdravotní a sociální péče,2016,26487
Jihočeský kraj," Kulturní, zábavní a rekreační činnosti",2016,21673
Jihočeský kraj, Ostatní činnosti,2016,17828
Jihomoravský kraj," Zemědělství, lesnictví, rybářství",2016,21087
Jihomoravský kraj, Těžba a dobývání,2016,40548
Jihomoravský kraj, Zpracovatelský průmysl,2016,26496
Jihomoravský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,36439
Jihomoravský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,25429
Jihomoravský kraj, Stavebnictví,2016,25115
Jihomoravský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,23331
Jihomoravský kraj, Doprava a skladování,2016,23503
Jihomoravský kraj," Ubytování, stravování a pohostinství",2016,13683
Jihomoravský kraj, Informační a komunikační činnosti,2016,44959
Jihomoravský kraj, Peněžnictví a pojišťovnictví,2016,36833
Jihomoravský kraj, Činnosti v oblasti nemovitostí,2016,18947
Jihomoravský kraj," Profesní, vědecké a technické činnosti",2016,31298
Jihomoravský kraj, Administrativní a podpůrné činnosti,2016,16418
Jihomoravský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,28226
Jihomoravský kraj, Vzdělávání,2016,24896
Jihomoravský kraj, Zdravotní a sociální péče,2016,27188
Jihomoravský kraj," Kulturní, zábavní a rekreační činnosti",2016,21182
Jihomoravský kraj, Ostatní činnosti,2016,20487
Karlovarský kraj," Zemědělství, lesnictví, rybářství",2016,22085
Karlovarský kraj, Těžba a dobývání,2016,33053
Karlovarský kraj, Zpracovatelský průmysl,2016,23704
Karlovarský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,27780
Karlovarský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,23221
Karlovarský kraj, Stavebnictví,2016,21511
Karlovarský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,20294
Karlovarský kraj, Doprava a skladování,2016,22525
Karlovarský kraj," Ubytování, stravování a pohostinství",2016,17116
Karlovarský kraj, Informační a komunikační činnosti,2016,24973
Karlovarský kraj, Peněžnictví a pojišťovnictví,2016,35917
Karlovarský kraj, Činnosti v oblasti nemovitostí,2016,21835
Karlovarský kraj," Profesní, vědecké a technické činnosti",2016,21754
Karlovarský kraj, Administrativní a podpůrné činnosti,2016,16683
Karlovarský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,28415
Karlovarský kraj, Vzdělávání,2016,23189
Karlovarský kraj, Zdravotní a sociální péče,2016,23733
Karlovarský kraj," Kulturní, zábavní a rekreační činnosti",2016,22466
Karlovarský kraj, Ostatní činnosti,2016,14605
Královéhradecký kraj," Zemědělství, lesnictví, rybářství",2016,23836
Královéhradecký kraj, Těžba a dobývání,2016,25176
Královéhradecký kraj, Zpracovatelský průmysl,2016,25878
Královéhradecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,39640
Královéhradecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,24765
Královéhradecký kraj, Stavebnictví,2016,22178
Královéhradecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,20702
Královéhradecký kraj, Doprava a skladování,2016,24247
Královéhradecký kraj," Ubytování, stravování a pohostinství",2016,13948
Královéhradecký kraj, Informační a komunikační činnosti,2016,35176
Královéhradecký kraj, Peněžnictví a pojišťovnictví,2016,34373
Královéhradecký kraj, Činnosti v oblasti nemovitostí,2016,19370
Královéhradecký kraj," Profesní, vědecké a technické činnosti",2016,24646
Královéhradecký kraj, Administrativní a podpůrné činnosti,2016,16975
Královéhradecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,28284
Královéhradecký kraj, Vzdělávání,2016,22335
Královéhradecký kraj, Zdravotní a sociální péče,2016,26870
Královéhradecký kraj," Kulturní, zábavní a rekreační činnosti",2016,20882
Královéhradecký kraj, Ostatní činnosti,2016,16131
Liberecký kraj," Zemědělství, lesnictví, rybářství",2016,20714
Liberecký kraj, Těžba a dobývání,2016,30087
Liberecký kraj, Zpracovatelský průmysl,2016,27436
Liberecký kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,29790
Liberecký kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,22557
Liberecký kraj, Stavebnictví,2016,23072
Liberecký kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,21057
Liberecký kraj, Doprava a skladování,2016,24211
Liberecký kraj," Ubytování, stravování a pohostinství",2016,13503
Liberecký kraj, Informační a komunikační činnosti,2016,36356
Liberecký kraj, Peněžnictví a pojišťovnictví,2016,35618
Liberecký kraj, Činnosti v oblasti nemovitostí,2016,20930
Liberecký kraj," Profesní, vědecké a technické činnosti",2016,27167
Liberecký kraj, Administrativní a podpůrné činnosti,2016,15440
Liberecký kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,26943
Liberecký kraj, Vzdělávání,2016,23454
Liberecký kraj, Zdravotní a sociální péče,2016,25232
Liberecký kraj," Kulturní, zábavní a rekreační činnosti",2016,20716
Liberecký kraj, Ostatní činnosti,2016,14847
Moravskoslezský kraj," Zemědělství, lesnictví, rybářství",2016,20995
Moravskoslezský kraj, Těžba a dobývání,2016,31482
Moravskoslezský kraj, Zpracovatelský průmysl,2016,26951
Moravskoslezský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,36890
Moravskoslezský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,23956
Moravskoslezský kraj, Stavebnictví,2016,21142
Moravskoslezský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,20705
Moravskoslezský kraj, Doprava a skladování,2016,23218
Moravskoslezský kraj," Ubytování, stravování a pohostinství",2016,12821
Moravskoslezský kraj, Informační a komunikační činnosti,2016,36045
Moravskoslezský kraj, Peněžnictví a pojišťovnictví,2016,31987
Moravskoslezský kraj, Činnosti v oblasti nemovitostí,2016,22572
Moravskoslezský kraj," Profesní, vědecké a technické činnosti",2016,25227
Moravskoslezský kraj, Administrativní a podpůrné činnosti,2016,17437
Moravskoslezský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,28713
Moravskoslezský kraj, Vzdělávání,2016,23274
Moravskoslezský kraj, Zdravotní a sociální péče,2016,25878
Moravskoslezský kraj," Kulturní, zábavní a rekreační činnosti",2016,20007
Moravskoslezský kraj, Ostatní činnosti,2016,16577
Olomouckáý kraj," Zemědělství, lesnictví, rybářství",2016,22030
Olomouckáý kraj, Těžba a dobývání,2016,29196
Olomouckáý kraj, Zpracovatelský průmysl,2016,25547
Olomouckáý kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,32027
Olomouckáý kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,22351
Olomouckáý kraj, Stavebnictví,2016,22710
Olomouckáý kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,21051
Olomouckáý kraj, Doprava a skladování,2016,23071
Olomouckáý kraj," Ubytování, stravování a pohostinství",2016,13063
Olomouckáý kraj, Informační a komunikační činnosti,2016,30228
Olomouckáý kraj, Peněžnictví a pojišťovnictví,2016,32898
Olomouckáý kraj, Činnosti v oblasti nemovitostí,2016,18899
Olomouckáý kraj," Profesní, vědecké a technické činnosti",2016,26405
Olomouckáý kraj, Administrativní a podpůrné činnosti,2016,14163
Olomouckáý kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,27545
Olomouckáý kraj, Vzdělávání,2016,23510
Olomouckáý kraj, Zdravotní a sociální péče,2016,27214
Olomouckáý kraj," Kulturní, zábavní a rekreační činnosti",2016,19703
Olomouckáý kraj, Ostatní činnosti,2016,15325
Pardubický kraj," Zemědělství, lesnictví, rybářství",2016,22522
Pardubický kraj, Těžba a dobývání,2016,30375
Pardubický kraj, Zpracovatelský průmysl,2016,25884
Pardubický kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,37471
Pardubický kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,23738
Pardubický kraj, Stavebnictví,2016,23093
Pardubický kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,20903
Pardubický kraj, Doprava a skladování,2016,23209
Pardubický kraj," Ubytování, stravování a pohostinství",2016,12678
Pardubický kraj, Informační a komunikační činnosti,2016,30082
Pardubický kraj, Peněžnictví a pojišťovnictví,2016,37024
Pardubický kraj, Činnosti v oblasti nemovitostí,2016,22455
Pardubický kraj," Profesní, vědecké a technické činnosti",2016,26431
Pardubický kraj, Administrativní a podpůrné činnosti,2016,14682
Pardubický kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,27384
Pardubický kraj, Vzdělávání,2016,23016
Pardubický kraj, Zdravotní a sociální péče,2016,23924
Pardubický kraj," Kulturní, zábavní a rekreační činnosti",2016,21049
Pardubický kraj, Ostatní činnosti,2016,17380
Plzeňský kraj," Zemědělství, lesnictví, rybářství",2016,23290
Plzeňský kraj, Těžba a dobývání,2016,30555
Plzeňský kraj, Zpracovatelský průmysl,2016,28300
Plzeňský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,37191
Plzeňský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,24629
Plzeňský kraj, Stavebnictví,2016,26002
Plzeňský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,22984
Plzeňský kraj, Doprava a skladování,2016,23608
Plzeňský kraj," Ubytování, stravování a pohostinství",2016,12937
Plzeňský kraj, Informační a komunikační činnosti,2016,39508
Plzeňský kraj, Peněžnictví a pojišťovnictví,2016,39231
Plzeňský kraj, Činnosti v oblasti nemovitostí,2016,20235
Plzeňský kraj," Profesní, vědecké a technické činnosti",2016,27525
Plzeňský kraj, Administrativní a podpůrné činnosti,2016,15485
Plzeňský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,29061
Plzeňský kraj, Vzdělávání,2016,23516
Plzeňský kraj, Zdravotní a sociální péče,2016,28917
Plzeňský kraj," Kulturní, zábavní a rekreační činnosti",2016,23731
Plzeňský kraj, Ostatní činnosti,2016,18562
Praha," Zemědělství, lesnictví, rybářství",2016,17292
Praha, Těžba a dobývání,2016,45404
Praha, Zpracovatelský průmysl,2016,33050
Praha," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,53471
Praha," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,30844
Praha, Stavebnictví,2016,28489
Praha, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,33536
Praha, Doprava a skladování,2016,30698
Praha," Ubytování, stravování a pohostinství",2016,17630
Praha, Informační a komunikační činnosti,2016,59549
Praha, Peněžnictví a pojišťovnictví,2016,59803
Praha, Činnosti v oblasti nemovitostí,2016,26022
Praha," Profesní, vědecké a technické činnosti",2016,40262
Praha, Administrativní a podpůrné činnosti,2016,20011
Praha, Veřejná správa a obrana; povinné sociální zabezpečení,2016,36433
Praha, Vzdělávání,2016,26030
Praha, Zdravotní a sociální péče,2016,30714
Praha," Kulturní, zábavní a rekreační činnosti",2016,25805
Praha, Ostatní činnosti,2016,25007
Středočeský kraj," Zemědělství, lesnictví, rybářství",2016,23327
Středočeský kraj, Těžba a dobývání,2016,27188
Středočeský kraj, Zpracovatelský průmysl,2016,31772
Středočeský kraj," Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,39418
Středočeský kraj," Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi",2016,24676
Středočeský kraj, Stavebnictví,2016,23657
Středočeský kraj, Velkoobchod a maloobchod; opravy a údržba motorových vozidel,2016,25982
Středočeský kraj, Doprava a skladování,2016,27412
Středočeský kraj," Ubytování, stravování a pohostinství",2016,13849
Středočeský kraj, Informační a komunikační činnosti,2016,31891
Středočeský kraj, Peněžnictví a pojišťovnictví,2016,36255
Středočeský kraj, Činnosti v oblasti nemovitostí,2016,20363
Středočeský kraj," Profesní, vědecké a technické činnosti",2016,29518
Středočeský kraj, Administrativní a podpůrné činnosti,2016,17523
Středočeský kraj, Veřejná správa a obrana; povinné sociální zabezpečení,2016,27785
Středočeský kraj, Vzdělávání,2016,23254
