Ukazatel,"ČR, Reg. soudržnosti, Kraje",Roky,Hodnota
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2009,154106.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2010,158106.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2011,165494.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2012,156987.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2013,160414.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2014,170982.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2015,181108.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2016,189336.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2017,205417.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2018,216136.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2019,228909.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2020,235398.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2021,244510.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2022,279455.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2023,305662.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Pardubický kraj,2024,330253.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,1995,68062.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,1996,77867.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,1997,81497.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,1998,88685.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,1999,93924.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2000,100436.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2001,112360.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2002,115065.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2003,119283.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2004,126591.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2005,134397.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2006,144251.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2007,157295.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2008,156513.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2009,155435.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2010,156386.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2011,162463.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2012,166054.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2013,167804.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2014,176133.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2015,183102.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2016,190589.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2017,204424.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2018,210203.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2019,227777.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2020,235043.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2021,253625.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2022,278116.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2023,309746.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Kraj Vysočina,2024,319667.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,1995,166573.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,1996,191707.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,1997,204071.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,1998,222518.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,1999,228849.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2000,241346.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2001,260867.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2002,269934.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2003,285696.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2004,307955.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2005,325321.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2006,349463.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2007,391334.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2008,420478.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2009,407121.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2010,417529.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2011,430316.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2012,436501.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2013,453383.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2014,462279.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2015,494268.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2016,506374.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2017,539131.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2018,582222.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2019,627206.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2020,639438.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2021,700947.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2022,770044.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2023,839165.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Jihomoravský kraj,2024,875716.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,1995,84057.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,1996,98413.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,1997,102787.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,1998,107669.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,1999,112561.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2000,119316.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2001,126876.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2002,126800.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2003,133710.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2004,146587.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2005,149558.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2006,156905.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2007,170657.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2008,178170.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2009,174637.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2010,180152.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2011,186263.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2012,187493.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2013,188361.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2014,198261.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2015,211513.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2016,220796.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2017,238367.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2018,250650.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2019,268608.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2020,271375.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2021,292689.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2022,322491.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2023,350248.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Olomoucký kraj,2024,378753.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,1995,78835.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,1996,88928.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,1997,100049.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,1998,106066.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,1999,107767.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2000,113826.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2001,123153.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2002,126437.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2003,132023.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2004,140257.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2005,150651.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2006,164333.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2007,170360.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2008,190086.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2009,184638.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2010,185681.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2011,190801.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2012,190535.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2013,194280.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2014,209523.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2015,218969.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2016,226979.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2017,242409.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2018,250452.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2019,270933.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2020,266897.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2021,283466.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2022,309435.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2023,341094.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Zlínský kraj,2024,353426.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,1995,175583.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,1996,203160.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,1997,212406.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,1998,222595.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,1999,224482.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2000,231132.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2001,249077.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2002,253831.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2003,264550.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2004,298608.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2005,330346.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2006,346722.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2007,379794.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2008,395643.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2009,373955.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2010,384685.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2011,399789.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2012,403262.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2013,391594.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2014,417388.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2015,436449.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2016,452949.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2017,475684.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2018,504553.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2019,517077.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2020,499685.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2021,549061.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2022,608674.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2023,647006.0
"Hrubý domácí produkt (mil. Kč, běžné ceny)",Moravskoslezský kraj,2024,688246.0
