Kraj,Rok,Odvetvi,Pocet_zamestnancu
Jihomoravský kraj,2015,"Kulturní, zábavní a rekreační činnosti",7874
Jihomoravský kraj,2015,Ostatní činnosti,12052
Jihomoravský kraj,2015,Peněžnictví a pojišťovnictví,12930
Jihomoravský kraj,2015,"Profesní, vědecké a technické činnosti",31653
Jihomoravský kraj,2015,Stavebnictví,46334
Jihomoravský kraj,2015,Těžba a dobývání,1852
Jihomoravský kraj,2015,"Ubytování, stravování a pohostinství",19576
Jihomoravský kraj,2015,Velkoobchod a maloob.; opr. mot. vozidel,68255
Jihomoravský kraj,2015,Veřejná správa a obrana; pov. soc. zabezp.,34700
Jihomoravský kraj,2015,Vzdělávání,44563
Jihomoravský kraj,2015,"Výroba a rozvod elektřiny, plynu, tepla",5850
Jihomoravský kraj,2015,Zdravotní a sociální péče,40240
Jihomoravský kraj,2015,"Zemědělství, lesnictví a rybářství",14602
Jihomoravský kraj,2015,Zpracovatelský průmysl,146427
Jihomoravský kraj,2015,Zásob. vodou; činnosti souvis. s odpady,4764
Jihomoravský kraj,2015,Činnosti v oblasti nemovitostí,8034
Jihomoravský kraj,2016,Administrativní a podpůrné činnosti,13690
Jihomoravský kraj,2016,Doprava a skladování,30944
Jihomoravský kraj,2016,Informační a komunikační činnosti,22318
Jihomoravský kraj,2016,"Kulturní, zábavní a rekreační činnosti",9565
Jihomoravský kraj,2016,Ostatní činnosti,10498
Jihomoravský kraj,2016,Peněžnictví a pojišťovnictví,15660
Jihomoravský kraj,2016,"Profesní, vědecké a technické činnosti",33981
Jihomoravský kraj,2016,Stavebnictví,53591
Jihomoravský kraj,2016,Těžba a dobývání,1402
Jihomoravský kraj,2016,"Ubytování, stravování a pohostinství",16263
Jihomoravský kraj,2016,Velkoobchod a maloob.; opr. mot. vozidel,68758
Jihomoravský kraj,2016,Veřejná správa a obrana; pov. soc. zabezp.,31828
Jihomoravský kraj,2016,Vzdělávání,42775
Jihomoravský kraj,2016,"Výroba a rozvod elektřiny, plynu, tepla",6293
Jihomoravský kraj,2016,Zdravotní a sociální péče,40349
Jihomoravský kraj,2016,"Zemědělství, lesnictví a rybářství",16291
Jihomoravský kraj,2016,Zpracovatelský průmysl,149117
Jihomoravský kraj,2016,Zásob. vodou; činnosti souvis. s odpady,3944
Jihomoravský kraj,2016,Činnosti v oblasti nemovitostí,5139
Jihomoravský kraj,2017,Administrativní a podpůrné činnosti,11975
Jihomoravský kraj,2017,Doprava a skladování,33428
Jihomoravský kraj,2017,Informační a komunikační činnosti,20586
Jihomoravský kraj,2017,"Kulturní, zábavní a rekreační činnosti",13145
Jihomoravský kraj,2017,Ostatní činnosti,9758
Jihomoravský kraj,2017,Peněžnictví a pojišťovnictví,11336
Jihomoravský kraj,2017,"Profesní, vědecké a technické činnosti",31351
Jihomoravský kraj,2017,Stavebnictví,51209
Jihomoravský kraj,2017,Těžba a dobývání,908
Jihomoravský kraj,2017,"Ubytování, stravování a pohostinství",17914
Jihomoravský kraj,2017,Velkoobchod a maloob.; opr. mot. vozidel,60462
Jihomoravský kraj,2017,Veřejná správa a obrana; pov. soc. zabezp.,39626
Jihomoravský kraj,2017,Vzdělávání,42549
Jihomoravský kraj,2017,"Výroba a rozvod elektřiny, plynu, tepla",3979
Jihomoravský kraj,2017,Zdravotní a sociální péče,43613
Jihomoravský kraj,2017,"Zemědělství, lesnictví a rybářství",17809
Jihomoravský kraj,2017,Zpracovatelský průmysl,152738
Jihomoravský kraj,2017,Zásob. vodou; činnosti souvis. s odpady,4328
Jihomoravský kraj,2017,Činnosti v oblasti nemovitostí,4957
Jihomoravský kraj,2018,Administrativní a podpůrné činnosti,16573
Jihomoravský kraj,2018,Doprava a skladování,34157
Jihomoravský kraj,2018,Informační a komunikační činnosti,23002
Jihomoravský kraj,2018,"Kulturní, zábavní a rekreační činnosti",10788
Jihomoravský kraj,2018,Ostatní činnosti,10975
Jihomoravský kraj,2018,Peněžnictví a pojišťovnictví,12955
Jihomoravský kraj,2018,"Profesní, vědecké a technické činnosti",32171
Jihomoravský kraj,2018,Stavebnictví,45947
Jihomoravský kraj,2018,Těžba a dobývání,1059
Jihomoravský kraj,2018,"Ubytování, stravování a pohostinství",20011
Jihomoravský kraj,2018,Velkoobchod a maloob.; opr. mot. vozidel,61750
Jihomoravský kraj,2018,Veřejná správa a obrana; pov. soc. zabezp.,37500
Jihomoravský kraj,2018,Vzdělávání,43416
Jihomoravský kraj,2018,"Výroba a rozvod elektřiny, plynu, tepla",5261
Jihomoravský kraj,2018,Zdravotní a sociální péče,40652
Jihomoravský kraj,2018,"Zemědělství, lesnictví a rybářství",16342
Jihomoravský kraj,2018,Zpracovatelský průmysl,154272
Jihomoravský kraj,2018,Zásob. vodou; činnosti souvis. s odpady,5208
Jihomoravský kraj,2018,Činnosti v oblasti nemovitostí,4310
Jihomoravský kraj,2019,Administrativní a podpůrné činnosti,14800
Jihomoravský kraj,2019,Doprava a skladování,36742
Jihomoravský kraj,2019,Informační a komunikační činnosti,22103
Jihomoravský kraj,2019,"Kulturní, zábavní a rekreační činnosti",11273
Jihomoravský kraj,2019,Ostatní činnosti,10384
Jihomoravský kraj,2019,Peněžnictví a pojišťovnictví,14479
Jihomoravský kraj,2019,"Profesní, vědecké a technické činnosti",29159
Jihomoravský kraj,2019,Stavebnictví,40919
Jihomoravský kraj,2019,Těžba a dobývání,960
Jihomoravský kraj,2019,"Ubytování, stravování a pohostinství",18585
Jihomoravský kraj,2019,Velkoobchod a maloob.; opr. mot. vozidel,71191
Jihomoravský kraj,2019,Veřejná správa a obrana; pov. soc. zabezp.,33060
Jihomoravský kraj,2019,Vzdělávání,45958
Jihomoravský kraj,2019,"Výroba a rozvod elektřiny, plynu, tepla",5097
Jihomoravský kraj,2019,Zdravotní a sociální péče,46772
Jihomoravský kraj,2019,"Zemědělství, lesnictví a rybářství",17294
Jihomoravský kraj,2019,Zpracovatelský průmysl,153799
Jihomoravský kraj,2019,Zásob. vodou; činnosti souvis. s odpady,6071
Jihomoravský kraj,2019,Činnosti v oblasti nemovitostí,4493
Jihomoravský kraj,2020,Administrativní a podpůrné činnosti,13912
Jihomoravský kraj,2020,Doprava a skladování,35731
Jihomoravský kraj,2020,Informační a komunikační činnosti,25247
Jihomoravský kraj,2020,"Kulturní, zábavní a rekreační činnosti",8233
Jihomoravský kraj,2020,Ostatní činnosti,10835
Jihomoravský kraj,2020,Peněžnictví a pojišťovnictví,12542
Jihomoravský kraj,2020,"Profesní, vědecké a technické činnosti",36846
Jihomoravský kraj,2020,Stavebnictví,43380
Jihomoravský kraj,2020,Těžba a dobývání,800
Jihomoravský kraj,2020,"Ubytování, stravování a pohostinství",14291
Jihomoravský kraj,2020,Velkoobchod a maloob.; opr. mot. vozidel,66454
Jihomoravský kraj,2020,Veřejná správa a obrana; pov. soc. zabezp.,36508
Jihomoravský kraj,2020,Vzdělávání,45902
Jihomoravský kraj,2020,"Výroba a rozvod elektřiny, plynu, tepla",6616
Jihomoravský kraj,2020,Zdravotní a sociální péče,47688
Jihomoravský kraj,2020,"Zemědělství, lesnictví a rybářství",14929
Jihomoravský kraj,2020,Zpracovatelský průmysl,147634
Jihomoravský kraj,2020,Zásob. vodou; činnosti souvis. s odpady,7106
Jihomoravský kraj,2020,Činnosti v oblasti nemovitostí,3454
Jihomoravský kraj,2021,Administrativní a podpůrné činnosti,15161
Jihomoravský kraj,2021,Doprava a skladování,37330
Jihomoravský kraj,2021,Informační a komunikační činnosti,28016
Jihomoravský kraj,2021,"Kulturní, zábavní a rekreační činnosti",7614
Jihomoravský kraj,2021,Ostatní činnosti,9574
Jihomoravský kraj,2021,Peněžnictví a pojišťovnictví,13362
Jihomoravský kraj,2021,"Profesní, vědecké a technické činnosti",33823
Jihomoravský kraj,2021,Stavebnictví,50547
Jihomoravský kraj,2021,Těžba a dobývání,932
Jihomoravský kraj,2021,"Ubytování, stravování a pohostinství",15002
Jihomoravský kraj,2021,Velkoobchod a maloob.; opr. mot. vozidel,64191
Jihomoravský kraj,2021,Veřejná správa a obrana; pov. soc. zabezp.,37496
Jihomoravský kraj,2021,Vzdělávání,46485
Jihomoravský kraj,2021,"Výroba a rozvod elektřiny, plynu, tepla",6085
Jihomoravský kraj,2021,Zdravotní a sociální péče,43613
Jihomoravský kraj,2021,"Zemědělství, lesnictví a rybářství",12219
Jihomoravský kraj,2021,Zpracovatelský průmysl,144619
Jihomoravský kraj,2021,Zásob. vodou; činnosti souvis. s odpady,5215
Jihomoravský kraj,2021,Činnosti v oblasti nemovitostí,3685
Jihomoravský kraj,2022,Administrativní a podpůrné činnosti,11681
Jihomoravský kraj,2022,Doprava a skladování,36405
Jihomoravský kraj,2022,Informační a komunikační činnosti,28055
Jihomoravský kraj,2022,"Kulturní, zábavní a rekreační činnosti",9698
Jihomoravský kraj,2022,Ostatní činnosti,10811
Jihomoravský kraj,2022,Peněžnictví a pojišťovnictví,13098
Jihomoravský kraj,2022,"Profesní, vědecké a technické činnosti",31037
Jihomoravský kraj,2022,Stavebnictví,49901
Jihomoravský kraj,2022,Těžba a dobývání,872
Jihomoravský kraj,2022,"Ubytování, stravování a pohostinství",13228
Jihomoravský kraj,2022,Velkoobchod a maloob.; opr. mot. vozidel,67342
Jihomoravský kraj,2022,Veřejná správa a obrana; pov. soc. zabezp.,36771
Jihomoravský kraj,2022,Vzdělávání,47611
Jihomoravský kraj,2022,"Výroba a rozvod elektřiny, plynu, tepla",6109
Jihomoravský kraj,2022,Zdravotní a sociální péče,47377
Jihomoravský kraj,2022,"Zemědělství, lesnictví a rybářství",12351
Jihomoravský kraj,2022,Zpracovatelský průmysl,143123
Jihomoravský kraj,2022,Zásob. vodou; činnosti souvis. s odpady,5329
Jihomoravský kraj,2022,Činnosti v oblasti nemovitostí,4229
Jihomoravský kraj,2023,Administrativní a podpůrné činnosti,11774
Jihomoravský kraj,2023,Doprava a skladování,34129
Jihomoravský kraj,2023,Informační a komunikační činnosti,32440
Jihomoravský kraj,2023,"Kulturní, zábavní a rekreační činnosti",8851
Jihomoravský kraj,2023,Ostatní činnosti,10350
Jihomoravský kraj,2023,Peněžnictví a pojišťovnictví,15133
Jihomoravský kraj,2023,"Profesní, vědecké a technické činnosti",32688
Jihomoravský kraj,2023,Stavebnictví,45653
Jihomoravský kraj,2023,Těžba a dobývání,1325
Jihomoravský kraj,2023,"Ubytování, stravování a pohostinství",16050
Jihomoravský kraj,2023,Velkoobchod a maloob.; opr. mot. vozidel,59378
Jihomoravský kraj,2023,Veřejná správa a obrana; pov. soc. zabezp.,31596
Jihomoravský kraj,2023,Vzdělávání,50492
Jihomoravský kraj,2023,"Výroba a rozvod elektřiny, plynu, tepla",6078
Jihomoravský kraj,2023,Zdravotní a sociální péče,49726
Jihomoravský kraj,2023,"Zemědělství, lesnictví a rybářství",13017
Jihomoravský kraj,2023,Zpracovatelský průmysl,133448
Jihomoravský kraj,2023,Zásob. vodou; činnosti souvis. s odpady,5855
Jihomoravský kraj,2023,Činnosti v oblasti nemovitostí,2942
Jihomoravský kraj,2024,Administrativní a podpůrné činnosti,11743
Jihomoravský kraj,2024,Doprava a skladování,30575
Jihomoravský kraj,2024,Informační a komunikační činnosti,29778
Jihomoravský kraj,2024,"Kulturní, zábavní a rekreační činnosti",10162
Jihomoravský kraj,2024,Ostatní činnosti,9221
Jihomoravský kraj,2024,Peněžnictví a pojišťovnictví,13689
Jihomoravský kraj,2024,"Profesní, vědecké a technické činnosti",36394
Jihomoravský kraj,2024,Stavebnictví,47258
Jihomoravský kraj,2024,Těžba a dobývání,1733
Jihomoravský kraj,2024,"Ubytování, stravování a pohostinství",19520
Jihomoravský kraj,2024,Velkoobchod a maloob.; opr. mot. vozidel,67916
Jihomoravský kraj,2024,Veřejná správa a obrana; pov. soc. zabezp.,30108
Jihomoravský kraj,2024,Vzdělávání,58269
Jihomoravský kraj,2024,"Výroba a rozvod elektřiny, plynu, tepla",4801
Jihomoravský kraj,2024,Zdravotní a sociální péče,53301
Jihomoravský kraj,2024,"Zemědělství, lesnictví a rybářství",14442
Jihomoravský kraj,2024,Zpracovatelský průmysl,128183
Jihomoravský kraj,2024,Zásob. vodou; činnosti souvis. s odpady,4389
Jihomoravský kraj,2024,Činnosti v oblasti nemovitostí,3610
Jihočeský kraj,1993,Administrativní a podpůrné činnosti,4970
Jihočeský kraj,1993,Doprava a skladování,17911
Jihočeský kraj,1993,Informační a komunikační činnosti,4617
Jihočeský kraj,1993,"Kulturní, zábavní a rekreační činnosti",3540
Jihočeský kraj,1993,Ostatní činnosti,4877
Jihočeský kraj,1993,Peněžnictví a pojišťovnictví,4577
Jihočeský kraj,1993,"Profesní, vědecké a technické činnosti",4652
Jihočeský kraj,1993,Stavebnictví,32254
Jihočeský kraj,1993,Těžba a dobývání,764
Jihočeský kraj,1993,"Ubytování, stravování a pohostinství",11566
Jihočeský kraj,1993,Velkoobchod a maloob.; opr. mot. vozidel,27857
Jihočeský kraj,1993,Veřejná správa a obrana; pov. soc. zabezp.,25684
Jihočeský kraj,1993,Vzdělávání,16753
Jihočeský kraj,1993,"Výroba a rozvod elektřiny, plynu, tepla",5756
Jihočeský kraj,1993,Zdravotní a sociální péče,18378
Jihočeský kraj,1993,"Zemědělství, lesnictví a rybářství",38090
Jihočeský kraj,1993,Zpracovatelský průmysl,77192
Jihočeský kraj,1993,Zásob. vodou; činnosti souvis. s odpady,2482
Jihočeský kraj,1993,Činnosti v oblasti nemovitostí,681
Jihočeský kraj,1994,Administrativní a podpůrné činnosti,4904
Jihočeský kraj,1994,Doprava a skladování,18337
Jihočeský kraj,1994,Informační a komunikační činnosti,4535
Jihočeský kraj,1994,"Kulturní, zábavní a rekreační činnosti",3192
Jihočeský kraj,1994,Ostatní činnosti,4590
Jihočeský kraj,1994,Peněžnictví a pojišťovnictví,4998
Jihočeský kraj,1994,"Profesní, vědecké a technické činnosti",4889
Jihočeský kraj,1994,Stavebnictví,33811
Jihočeský kraj,1994,Těžba a dobývání,1242
Jihočeský kraj,1994,"Ubytování, stravování a pohostinství",12134
Jihočeský kraj,1994,Velkoobchod a maloob.; opr. mot. vozidel,33749
Jihočeský kraj,1994,Veřejná správa a obrana; pov. soc. zabezp.,21346
Jihočeský kraj,1994,Vzdělávání,17607
Jihočeský kraj,1994,"Výroba a rozvod elektřiny, plynu, tepla",6398
Jihočeský kraj,1994,Zdravotní a sociální péče,17042
Jihočeský kraj,1994,"Zemědělství, lesnictví a rybářství",34831
Jihočeský kraj,1994,Zpracovatelský průmysl,79761
Jihočeský kraj,1994,Zásob. vodou; činnosti souvis. s odpady,2325
Jihočeský kraj,1994,Činnosti v oblasti nemovitostí,816
Jihočeský kraj,1995,Administrativní a podpůrné činnosti,5386
Jihočeský kraj,1995,Doprava a skladování,18992
Jihočeský kraj,1995,Informační a komunikační činnosti,4402
Jihočeský kraj,1995,"Kulturní, zábavní a rekreační činnosti",2715
Jihočeský kraj,1995,Ostatní činnosti,3756
Jihočeský kraj,1995,Peněžnictví a pojišťovnictví,6391
Jihočeský kraj,1995,"Profesní, vědecké a technické činnosti",6116
Jihočeský kraj,1995,Stavebnictví,35562
Jihočeský kraj,1995,Těžba a dobývání,1217
Jihočeský kraj,1995,"Ubytování, stravování a pohostinství",10486
Jihočeský kraj,1995,Velkoobchod a maloob.; opr. mot. vozidel,38052
Jihočeský kraj,1995,Veřejná správa a obrana; pov. soc. zabezp.,20392
Jihočeský kraj,1995,Vzdělávání,16761
Jihočeský kraj,1995,"Výroba a rozvod elektřiny, plynu, tepla",7069
Jihočeský kraj,1995,Zdravotní a sociální péče,15300
Jihočeský kraj,1995,"Zemědělství, lesnictví a rybářství",31446
Jihočeský kraj,1995,Zpracovatelský průmysl,81712
Jihočeský kraj,1995,Zásob. vodou; činnosti souvis. s odpady,2899
Jihočeský kraj,1995,Činnosti v oblasti nemovitostí,793
Jihočeský kraj,1996,Administrativní a podpůrné činnosti,5994
Jihočeský kraj,1996,Doprava a skladování,16593
Jihočeský kraj,1996,Informační a komunikační činnosti,3957
Jihočeský kraj,1996,"Kulturní, zábavní a rekreační činnosti",2841
Jihočeský kraj,1996,Ostatní činnosti,3503
Jihočeský kraj,1996,Peněžnictví a pojišťovnictví,5618
Jihočeský kraj,1996,"Profesní, vědecké a technické činnosti",6480
Jihočeský kraj,1996,Stavebnictví,33163
Jihočeský kraj,1996,Těžba a dobývání,1058
Jihočeský kraj,1996,"Ubytování, stravování a pohostinství",12492
Jihočeský kraj,1996,Velkoobchod a maloob.; opr. mot. vozidel,35690
Jihočeský kraj,1996,Veřejná správa a obrana; pov. soc. zabezp.,22522
Jihočeský kraj,1996,Vzdělávání,15808
Jihočeský kraj,1996,"Výroba a rozvod elektřiny, plynu, tepla",7250
Jihočeský kraj,1996,Zdravotní a sociální péče,14309
Jihočeský kraj,1996,"Zemědělství, lesnictví a rybářství",33314
Jihočeský kraj,1996,Zpracovatelský průmysl,83964
Jihočeský kraj,1996,Zásob. vodou; činnosti souvis. s odpady,2550
Jihočeský kraj,1996,Činnosti v oblasti nemovitostí,967
Jihočeský kraj,1997,Administrativní a podpůrné činnosti,5872
Jihočeský kraj,1997,Doprava a skladování,17099
Jihočeský kraj,1997,Informační a komunikační činnosti,4672
Jihočeský kraj,1997,"Kulturní, zábavní a rekreační činnosti",3265
Jihočeský kraj,1997,Ostatní činnosti,3995
Jihočeský kraj,1997,Peněžnictví a pojišťovnictví,4932
Jihočeský kraj,1997,"Profesní, vědecké a technické činnosti",5765
Jihočeský kraj,1997,Stavebnictví,32829
Jihočeský kraj,1997,Těžba a dobývání,870
Jihočeský kraj,1997,"Ubytování, stravování a pohostinství",13860
Jihočeský kraj,1997,Velkoobchod a maloob.; opr. mot. vozidel,37429
Jihočeský kraj,1997,Veřejná správa a obrana; pov. soc. zabezp.,21947
Jihočeský kraj,1997,Vzdělávání,16946
Jihočeský kraj,1997,"Výroba a rozvod elektřiny, plynu, tepla",6607
Jihočeský kraj,1997,Zdravotní a sociální péče,14365
Jihočeský kraj,1997,"Zemědělství, lesnictví a rybářství",31703
Jihočeský kraj,1997,Zpracovatelský průmysl,80879
Jihočeský kraj,1997,Zásob. vodou; činnosti souvis. s odpady,2743
Jihočeský kraj,1997,Činnosti v oblasti nemovitostí,1317
Jihočeský kraj,1998,Administrativní a podpůrné činnosti,5046
Jihočeský kraj,1998,Doprava a skladování,17402
Jihočeský kraj,1998,Informační a komunikační činnosti,4655
Jihočeský kraj,1998,"Kulturní, zábavní a rekreační činnosti",3582
